RunID;SPL Name;Product Index;Coverage Budget Source;Operator;Total Mutants;Equivalent Count;Action Budget;Max Steps Per Case;Seed Count;Aborted Walks Total;Killed Min;Killed P25;Killed Median;Killed P75;Killed Max;Mutation Score Min(%);Mutation Score P25(%);Mutation Score Median(%);Mutation Score P75(%);Mutation Score Max(%)
1;Tesla;1;state;TransitionMissing;29;0;37;58;100;0;25;27;28;28;29;86,21;93,1;96,55;96,55;100
1;Tesla;1;state;ActionExchange;33;0;37;58;100;0;31;31;32;32;33;93,94;93,94;96,97;96,97;100
1;Tesla;1;state;StateMissing;26;0;37;58;100;0;24;25;26;26;26;92,31;96,15;100;100;100
1;Tesla;1;state;TransitionDestinationExchange;33;1;37;58;100;0;26;28;30;30;32;81,25;87,5;93,75;93,75;100
1;Tesla;1;transition;TransitionMissing;29;0;77;58;100;0;26;28;29;29;29;89,66;96,55;100;100;100
1;Tesla;1;transition;ActionExchange;33;0;77;58;100;0;31;32;33;33;33;93,94;96,97;100;100;100
1;Tesla;1;transition;StateMissing;26;0;77;58;100;0;25;26;26;26;26;96,15;100;100;100;100
1;Tesla;1;transition;TransitionDestinationExchange;33;1;77;58;100;0;27;30;32;32;32;84,38;93,75;100;100;100
1;Tesla;1;pair;TransitionMissing;29;0;53;58;100;0;25;27;28;29;29;86,21;93,1;96,55;100;100
1;Tesla;1;pair;ActionExchange;33;0;53;58;100;0;31;32;32;33;33;93,94;96,97;96,97;100;100
1;Tesla;1;pair;StateMissing;26;0;53;58;100;0;24;26;26;26;26;92,31;100;100;100;100
1;Tesla;1;pair;TransitionDestinationExchange;33;1;53;58;100;0;26;29;30;32;32;81,25;90,62;93,75;100;100
1;Tesla;2;state;TransitionMissing;43;0;66;86;100;0;29;32;33;34;37;67,44;74,42;76,74;79,07;86,05
1;Tesla;2;state;ActionExchange;81;0;66;86;100;0;42;54;58;62;69;51,85;66,67;71,6;76,54;85,19
1;Tesla;2;state;StateMissing;30;0;66;86;100;0;26;28;28;29;30;86,67;93,33;93,33;96,67;100
1;Tesla;2;state;TransitionDestinationExchange;81;11;66;86;100;0;34;41;44;47;54;48,57;58,57;62,86;67,14;77,14
1;Tesla;2;transition;TransitionMissing;43;0;241;86;100;0;35;37;38;39;41;81,4;86,05;88,37;90,7;95,35
1;Tesla;2;transition;ActionExchange;81;0;241;86;100;0;61;68;73;76;80;75,31;83,95;90,12;93,83;98,77
1;Tesla;2;transition;StateMissing;30;0;241;86;100;0;29;30;30;30;30;96,67;100;100;100;100
1;Tesla;2;transition;TransitionDestinationExchange;81;11;241;86;100;0;47;53;56;59;64;67,14;75,71;80;84,29;91,43
1;Tesla;2;pair;TransitionMissing;43;0;379;86;100;0;36;39;40;41;42;83,72;90,7;93,02;95,35;97,67
1;Tesla;2;pair;ActionExchange;81;0;379;86;100;0;63;73;76;78;81;77,78;90,12;93,83;96,3;100
