RunID;SPL Name;Coverage Type;Product Index;FTS States;FTS Transitions;Test Cases;Total Test Actions;Coverage(%);Projection Time(ms);Test Generation Time(ms);Transformation Time(ms);Test Execution Time(ms);Test Generation Peak Memory(MB);Test Execution Peak Memory(MB);Wall Clock Time(ms);Segment Sum Time(ms)
7;Tesla;state;1;27;29;2;37;100;21,03;9,41;0;4,37;15,33;15,33;38,31;34,81
7;Tesla;transition;1;27;29;3;29;100;4,48;16,28;0;1,82;17,33;17,33;25,06;22,58
7;Tesla;pair;1;27;29;3;53;100;3,72;3,79;2,02;1,02;17,33;18,33;17,22;10,56
7;Tesla;state;2;31;43;3;66;100;2,59;3,01;0;1,66;18,33;18,33;9,13;7,26
7;Tesla;transition;2;31;43;9;43;100;10,32;7,79;0;4,14;6,16;7,16;24,32;22,25
7;Tesla;pair;2;31;43;15;379;100;1,87;0,32;5,38;2,65;9,16;9,16;14,9;10,22
7;Tesla;state;3;27;29;2;34;100;0,92;1,02;0;0,3;10,16;10,16;3,38;2,23
7;Tesla;transition;3;27;29;3;29;100;0,65;2,34;0;0,51;11,16;11,16;4,68;3,49
7;Tesla;pair;3;27;29;4;78;100;0,69;0,19;1,77;0,27;12,16;12,16;4,59;2,91
7;Tesla;state;4;30;41;2;40;100;0,78;0,81;0;0,14;12,16;12,16;2,17;1,73
7;Tesla;transition;4;30;41;9;41;100;0,99;4,64;0;1,44;14,16;14,16;8,31;7,06
7;Tesla;pair;4;30;41;15;378;100;1,46;0,59;6,52;1,9;15,16;16,16;14,67;10,47
7;Tesla;state;5;29;36;3;64;100;1,55;1,85;0;0,42;17,16;17,16;4,74;3,82
7;Tesla;transition;5;29;36;7;36;100;1,63;3,92;0;0,61;18,16;18,16;7,01;6,16
7;Tesla;pair;5;29;36;9;214;100;1,5;0,4;2,9;1,19;19,16;20,16;8,49;5,99
7;Tesla;state;6;28;34;4;88;100;1,19;1,53;0;0,39;20,16;20,16;3,85;3,12
7;Tesla;transition;6;28;34;6;34;100;1,16;2,95;0;0,73;21,16;21,16;5,46;4,83
7;Tesla;pair;6;28;34;9;213;100;1,3;0,22;3,22;0,9;22,16;23,16;8,95;5,65
7;Tesla;state;7;27;29;2;37;100;1,18;0,97;0;0,16;23,16;23,16;2,85;2,31
7;Tesla;transition;7;27;29;3;29;100;0,97;2,08;0;0,36;24,16;24,16;4,04;3,41
7;Tesla;pair;7;27;29;3;53;100;1,18;0,21;1,16;0,24;25,16;25,16;5,32;2,79
7;Tesla;state;8;29;36;3;64;100;1,2;0,72;0;0,14;26,16;26,16;2,44;2,06
7;Tesla;transition;8;29;36;7;36;100;0,6;2,43;0;0,42;27,16;27,16;4,02;3,45
