RunID;SPL Name;Product Index;Coverage Type;Operator;Total Mutants;Equivalent Count;Killed Count;Survived Count;Mutation Score(%);Executed Transitions Total;Efficiency (killed/transition)
1;Syngovia;141;state;TransitionMissing;268;0;99;169;36,94;252;0,39
1;Syngovia;141;transition;TransitionMissing;268;0;268;0;100;1895;0,14
1;Syngovia;141;pair;TransitionMissing;268;0;268;0;100;5028;0,05
1;Syngovia;141;family-baseline;TransitionMissing;268;0;0;268;0;0;0
1;Syngovia;141;state;ActionExchange;1890;0;850;1040;44,97;252;3,37
1;Syngovia;141;transition;ActionExchange;1890;0;1890;0;100;1895;1
1;Syngovia;141;pair;ActionExchange;1890;0;1890;0;100;5028;0,38
1;Syngovia;141;family-baseline;ActionExchange;1890;0;0;1890;0;0;0
1;Syngovia;141;state;StateMissing;73;0;73;0;100;252;0,29
1;Syngovia;141;transition;StateMissing;73;0;73;0;100;1895;0,04
1;Syngovia;141;pair;StateMissing;73;0;73;0;100;5028;0,01
1;Syngovia;141;family-baseline;StateMissing;73;0;0;73;0;0;0
1;Syngovia;141;state;TransitionDestinationExchange;1200;499;293;408;41,8;252;1,16
1;Syngovia;141;transition;TransitionDestinationExchange;1200;499;649;52;92,58;1895;0,34
1;Syngovia;141;pair;TransitionDestinationExchange;1200;499;701;0;100;5028;0,14
1;Syngovia;141;family-baseline;TransitionDestinationExchange;1200;499;0;701;0;0;0
1;Syngovia;142;state;TransitionMissing;275;0;95;180;34,55;180;0,53
1;Syngovia;142;transition;TransitionMissing;275;0;275;0;100;1380;0,2
1;Syngovia;142;pair;TransitionMissing;275;0;275;0;100;3846;0,07
1;Syngovia;142;family-baseline;TransitionMissing;275;0;0;275;0;0;0
1;Syngovia;142;state;ActionExchange;1957;0;867;1090;44,3;180;4,82
1;Syngovia;142;transition;ActionExchange;1957;0;1957;0;100;1380;1,42
1;Syngovia;142;pair;ActionExchange;1957;0;1957;0;100;3846;0,51
1;Syngovia;142;family-baseline;ActionExchange;1957;0;0;1957;0;0;0
1;Syngovia;142;state;StateMissing;69;0;69;0;100;180;0,38
1;Syngovia;142;transition;StateMissing;69;0;69;0;100;1380;0,05
1;Syngovia;142;pair;StateMissing;69;0;69;0;100;3846;0,02
1;Syngovia;142;family-baseline;StateMissing;69;0;0;69;0;0;0
1;Syngovia;142;state;TransitionDestinationExchange;1234;510;293;431;40,47;180;1,63
1;Syngovia;142;transition;TransitionDestinationExchange;1234;510;671;53;92,68;1380;0,49
1;Syngovia;142;pair;TransitionDestinationExchange;1234;510;724;0;100;3846;0,19
1;Syngovia;142;family-baseline;TransitionDestinationExchange;1234;510;0;724;0;0;0
1;Syngovia;143;state;TransitionMissing;268;0;99;169;36,94;252;0,39
1;Syngovia;143;transition;TransitionMissing;268;0;268;0;100;1895;0,14
1;Syngovia;143;pair;TransitionMissing;268;0;268;0;100;5028;0,05
1;Syngovia;143;family-baseline;TransitionMissing;268;0;0;268;0;0;0
1;Syngovia;143;state;ActionExchange;1890;0;850;1040;44,97;252;3,37
1;Syngovia;143;transition;ActionExchange;1890;0;1890;0;100;1895;1
1;Syngovia;143;pair;ActionExchange;1890;0;1890;0;100;5028;0,38
1;Syngovia;143;family-baseline;ActionExchange;1890;0;0;1890;0;0;0
1;Syngovia;143;state;StateMissing;73;0;73;0;100;252;0,29
1;Syngovia;143;transition;StateMissing;73;0;73;0;100;1895;0,04
1;Syngovia;143;pair;StateMissing;73;0;73;0;100;5028;0,01
1;Syngovia;143;family-baseline;StateMissing;73;0;0;73;0;0;0
1;Syngovia;143;state;TransitionDestinationExchange;1200;499;293;408;41,8;252;1,16
1;Syngovia;143;transition;TransitionDestinationExchange;1200;499;649;52;92,58;1895;0,34
1;Syngovia;143;pair;TransitionDestinationExchange;1200;499;701;0;100;5028;0,14
1;Syngovia;143;family-baseline;TransitionDestinationExchange;1200;499;0;701;0;0;0
1;Syngovia;144;state;TransitionMissing;272;0;100;172;36,76;184;0,54
1;Syngovia;144;transition;TransitionMissing;272;0;272;0;100;1298;0,21
1;Syngovia;144;pair;TransitionMissing;272;0;272;0;100;4205;0,06
1;Syngovia;144;family-baseline;TransitionMissing;272;0;0;272;0;0;0
1;Syngovia;144;state;ActionExchange;1976;0;882;1094;44,64;184;4,79
1;Syngovia;144;transition;ActionExchange;1976;0;1976;0;100;1298;1,52
1;Syngovia;144;pair;ActionExchange;1976;0;1976;0;100;4205;0,47
1;Syngovia;144;family-baseline;ActionExchange;1976;0;0;1976;0;0;0
1;Syngovia;144;state;StateMissing;73;0;73;0;100;184;0,4
1;Syngovia;144;transition;StateMissing;73;0;73;0;100;1298;0,06
1;Syngovia;144;pair;StateMissing;73;0;73;0;100;4205;0,02
1;Syngovia;144;family-baseline;StateMissing;73;0;0;73;0;0;0
1;Syngovia;144;state;TransitionDestinationExchange;1283;560;306;417;42,32;184;1,66
1;Syngovia;144;transition;TransitionDestinationExchange;1283;560;670;53;92,67;1298;0,52
1;Syngovia;144;pair;TransitionDestinationExchange;1283;560;723;0;100;4205;0,17
1;Syngovia;144;family-baseline;TransitionDestinationExchange;1283;560;0;723;0;0;0
1;Syngovia;145;state;TransitionMissing;280;0;99;181;35,36;252;0,39
1;Syngovia;145;transition;TransitionMissing;280;0;280;0;100;2051;0,14
1;Syngovia;145;pair;TransitionMissing;280;0;280;0;100;5516;0,05
1;Syngovia;145;family-baseline;TransitionMissing;280;0;0;280;0;0;0
1;Syngovia;145;state;ActionExchange;1962;0;868;1094;44,24;252;3,44
1;Syngovia;145;transition;ActionExchange;1962;0;1962;0;100;2051;0,96
1;Syngovia;145;pair;ActionExchange;1962;0;1962;0;100;5516;0,36
1;Syngovia;145;family-baseline;ActionExchange;1962;0;0;1962;0;0;0
1;Syngovia;145;state;StateMissing;73;0;73;0;100;252;0,29
1;Syngovia;145;transition;StateMissing;73;0;73;0;100;2051;0,04
1;Syngovia;145;pair;StateMissing;73;0;73;0;100;5516;0,01
1;Syngovia;145;family-baseline;StateMissing;73;0;0;73;0;0;0
1;Syngovia;145;state;TransitionDestinationExchange;1236;511;293;432;40,41;252;1,16
1;Syngovia;145;transition;TransitionDestinationExchange;1236;511;674;51;92,97;2051;0,33
1;Syngovia;145;pair;TransitionDestinationExchange;1236;511;725;0;100;5516;0,13
1;Syngovia;145;family-baseline;TransitionDestinationExchange;1236;511;0;725;0;0;0
1;Syngovia;146;state;TransitionMissing;276;0;99;177;35,87;252;0,39
1;Syngovia;146;transition;TransitionMissing;276;0;276;0;100;1999;0,14
1;Syngovia;146;pair;TransitionMissing;276;0;276;0;100;5360;0,05
1;Syngovia;146;family-baseline;TransitionMissing;276;0;0;276;0;0;0
1;Syngovia;146;state;ActionExchange;1938;0;860;1078;44,38;252;3,41
1;Syngovia;146;transition;ActionExchange;1938;0;1938;0;100;1999;0,97
1;Syngovia;146;pair;ActionExchange;1938;0;1938;0;100;5360;0,36
1;Syngovia;146;family-baseline;ActionExchange;1938;0;0;1938;0;0;0
1;Syngovia;146;state;StateMissing;73;0;73;0;100;252;0,29
1;Syngovia;146;transition;StateMissing;73;0;73;0;100;1999;0,04
1;Syngovia;146;pair;StateMissing;73;0;73;0;100;5360;0,01
1;Syngovia;146;family-baseline;StateMissing;73;0;0;73;0;0;0
1;Syngovia;146;state;TransitionDestinationExchange;1224;507;293;424;40,86;252;1,16
1;Syngovia;146;transition;TransitionDestinationExchange;1224;507;666;51;92,89;1999;0,33
1;Syngovia;146;pair;TransitionDestinationExchange;1224;507;717;0;100;5360;0,13
1;Syngovia;146;family-baseline;TransitionDestinationExchange;1224;507;0;717;0;0;0
1;Syngovia;147;state;TransitionMissing;230;0;86;144;37,39;219;0,39
1;Syngovia;147;transition;TransitionMissing;230;0;230;0;100;1549;0,15
1;Syngovia;147;pair;TransitionMissing;230;0;230;0;100;4142;0,06
1;Syngovia;147;family-baseline;TransitionMissing;230;0;0;230;0;0;0
1;Syngovia;147;state;ActionExchange;1659;0;730;929;44;219;3,33
1;Syngovia;147;transition;ActionExchange;1659;0;1659;0;100;1549;1,07
1;Syngovia;147;pair;ActionExchange;1659;0;1659;0;100;4142;0,4
1;Syngovia;147;family-baseline;ActionExchange;1659;0;0;1659;0;0;0
1;Syngovia;147;state;StateMissing;62;0;62;0;100;219;0,28
1;Syngovia;147;transition;StateMissing;62;0;62;0;100;1549;0,04
1;Syngovia;147;pair;StateMissing;62;0;62;0;100;4142;0,01
1;Syngovia;147;family-baseline;StateMissing;62;0;0;62;0;0;0
1;Syngovia;147;state;TransitionDestinationExchange;1049;440;246;363;40,39;219;1,12
1;Syngovia;147;transition;TransitionDestinationExchange;1049;440;555;54;91,13;1549;0,36
1;Syngovia;147;pair;TransitionDestinationExchange;1049;440;609;0;100;4142;0,15
1;Syngovia;147;family-baseline;TransitionDestinationExchange;1049;440;0;609;0;0;0
