RunID;SPL Name;Product Index;Coverage Type;Operator;Total Mutants;Equivalent Count;Killed Count;Survived Count;Mutation Score(%);Executed Transitions Total;Efficiency (killed/transition)
1;Syngovia;161;state;TransitionMissing;274;0;100;174;36,5;184;0,54
1;Syngovia;161;transition;TransitionMissing;274;0;274;0;100;1316;0,21
1;Syngovia;161;pair;TransitionMissing;274;0;274;0;100;4261;0,06
1;Syngovia;161;family-baseline;TransitionMissing;274;0;0;274;0;0;0
1;Syngovia;161;state;ActionExchange;1988;0;888;1100;44,67;184;4,83
1;Syngovia;161;transition;ActionExchange;1988;0;1988;0;100;1316;1,51
1;Syngovia;161;pair;ActionExchange;1988;0;1988;0;100;4261;0,47
1;Syngovia;161;family-baseline;ActionExchange;1988;0;0;1988;0;0;0
1;Syngovia;161;state;StateMissing;73;0;73;0;100;184;0,4
1;Syngovia;161;transition;StateMissing;73;0;73;0;100;1316;0,06
1;Syngovia;161;pair;StateMissing;73;0;73;0;100;4261;0,02
1;Syngovia;161;family-baseline;StateMissing;73;0;0;73;0;0;0
1;Syngovia;161;state;TransitionDestinationExchange;1289;562;306;421;42,09;184;1,66
1;Syngovia;161;transition;TransitionDestinationExchange;1289;562;674;53;92,71;1316;0,51
1;Syngovia;161;pair;TransitionDestinationExchange;1289;562;727;0;100;4261;0,17
1;Syngovia;161;family-baseline;TransitionDestinationExchange;1289;562;0;727;0;0;0
1;Syngovia;162;state;TransitionMissing;279;0;99;180;35,48;252;0,39
1;Syngovia;162;transition;TransitionMissing;279;0;279;0;100;2038;0,14
1;Syngovia;162;pair;TransitionMissing;279;0;279;0;100;5483;0,05
1;Syngovia;162;family-baseline;TransitionMissing;279;0;0;279;0;0;0
1;Syngovia;162;state;ActionExchange;1956;0;866;1090;44,27;252;3,44
1;Syngovia;162;transition;ActionExchange;1956;0;1956;0;100;2038;0,96
1;Syngovia;162;pair;ActionExchange;1956;0;1956;0;100;5483;0,36
1;Syngovia;162;family-baseline;ActionExchange;1956;0;0;1956;0;0;0
1;Syngovia;162;state;StateMissing;73;0;73;0;100;252;0,29
1;Syngovia;162;transition;StateMissing;73;0;73;0;100;2038;0,04
1;Syngovia;162;pair;StateMissing;73;0;73;0;100;5483;0,01
1;Syngovia;162;family-baseline;StateMissing;73;0;0;73;0;0;0
1;Syngovia;162;state;TransitionDestinationExchange;1233;510;293;430;40,53;252;1,16
1;Syngovia;162;transition;TransitionDestinationExchange;1233;510;671;52;92,81;2038;0,33
1;Syngovia;162;pair;TransitionDestinationExchange;1233;510;723;0;100;5483;0,13
1;Syngovia;162;family-baseline;TransitionDestinationExchange;1233;510;0;723;0;0;0
1;Syngovia;163;state;TransitionMissing;230;0;86;144;37,39;219;0,39
