RunID;SPL Name;Product Index;Coverage Budget Source;Operator;Total Mutants;Equivalent Count;Action Budget;Max Steps Per Case;Seed Count;Aborted Walks Total;Killed Min;Killed P25;Killed Median;Killed P75;Killed Max;Mutation Score Min(%);Mutation Score P25(%);Mutation Score Median(%);Mutation Score P75(%);Mutation Score Max(%)
1;Syngovia;361;state;TransitionMissing;281;0;184;564;100;0;47;61;66;69;77;16,73;21,71;23,49;24,56;27,4
1;Syngovia;361;state;ActionExchange;2030;0;184;564;100;0;232;321;356;381;471;11,43;15,81;17,54;18,77;23,2
1;Syngovia;361;state;StateMissing;73;0;184;564;100;0;27;32;35;37;46;36,99;43,84;47,95;50,68;63,01
1;Syngovia;361;state;TransitionDestinationExchange;1310;569;184;564;100;0;138;180;194;208;238;18,62;24,29;26,18;28,07;32,12
1;Syngovia;361;transition;TransitionMissing;281;0;1378;564;100;0;100;111;116;120;130;35,59;39,5;41,28;42,7;46,26
1;Syngovia;361;transition;ActionExchange;2030;0;1378;564;100;0;594;671;706;732;839;29,26;33,05;34,78;36,06;41,33
1;Syngovia;361;transition;StateMissing;73;0;1378;564;100;0;43;49;52;54;60;58,9;67,12;71,23;73,97;82,19
1;Syngovia;361;transition;TransitionDestinationExchange;1310;569;1378;564;100;0;305;330;342;354;373;41,16;44,53;46,15;47,77;50,34
1;Syngovia;361;pair;TransitionMissing;281;0;4460;564;100;0;126;140;143;147;157;44,84;49,82;50,89;52,31;55,87
1;Syngovia;361;pair;ActionExchange;2030;0;4460;564;100;0;730;861;904;926;1052;35,96;42,41;44,53;45,62;51,82
1;Syngovia;361;pair;StateMissing;73;0;4460;564;100;0;52;58;60;62;66;71,23;79,45;82,19;84,93;90,41
1;Syngovia;361;pair;TransitionDestinationExchange;1310;569;4460;564;100;0;343;399;411;417;443;46,29;53,85;55,47;56,28;59,78
1;Syngovia;362;state;TransitionMissing;230;0;219;462;100;0;46;56;61;64;71;20;24,35;26,52;27,83;30,87
1;Syngovia;362;state;ActionExchange;1659;0;219;462;100;0;201;271;307;343;440;12,12;16,34;18,51;20,68;26,52
1;Syngovia;362;state;StateMissing;62;0;219;462;100;0;23;31;34;36;41;37,1;50;54,84;58,06;66,13
1;Syngovia;362;state;TransitionDestinationExchange;1049;440;219;462;100;0;115;149;168;186;219;18,88;24,47;27,59;30,54;35,96
1;Syngovia;362;transition;TransitionMissing;230;0;1549;462;100;0;88;100;104;109;120;38,26;43,48;45,22;47,39;52,17
1;Syngovia;362;transition;ActionExchange;1659;0;1549;462;100;0;485;563;603;635;758;29,23;33,94;36,35;38,28;45,69
1;Syngovia;362;transition;StateMissing;62;0;1549;462;100;0;35;44;46;49;56;56,45;70,97;74,19;79,03;90,32
1;Syngovia;362;transition;TransitionDestinationExchange;1049;440;1549;462;100;0;239;283;293;309;340;39,24;46,47;48,11;50,74;55,83
1;Syngovia;362;pair;TransitionMissing;230;0;4142;462;100;0;108;122;126;129;137;46,96;53,04;54,78;56,09;59,57
1;Syngovia;362;pair;ActionExchange;1659;0;4142;462;100;0;603;699;740;772;895;36,35;42,13;44,61;46,53;53,95
1;Syngovia;362;pair;StateMissing;62;0;4142;462;100;0;45;51;52;54;58;72,58;82,26;83,87;87,1;93,55
1;Syngovia;362;pair;TransitionDestinationExchange;1049;440;4142;462;100;0;302;331;341;348;371;49,59;54,35;55,99;57,14;60,92
1;Syngovia;363;state;TransitionMissing;234;0;159;470;100;0;44;57;61;65;75;18,8;24,36;26,07;27,78;32,05
1;Syngovia;363;state;ActionExchange;1739;0;159;470;100;0;205;291;323;357;468;11,79;16,73;18,57;20,53;26,91
1;Syngovia;363;state;StateMissing;62;0;159;470;100;0;25;31;33;35;42;40,32;50;53,23;56,45;67,74
1;Syngovia;363;state;TransitionDestinationExchange;1126;495;159;470;100;0;119;167;184;197;238;18,86;26,47;29,16;31,22;37,72
1;Syngovia;363;transition;TransitionMissing;234;0;1068;470;100;0;91;100;105;108;117;38,89;42,74;44,87;46,15;50
1;Syngovia;363;transition;ActionExchange;1739;0;1068;470;100;0;518;592;621;659;760;29,79;34,04;35,71;37,9;43,7
1;Syngovia;363;transition;StateMissing;62;0;1068;470;100;0;38;43;45;46;52;61,29;69,35;72,58;74,19;83,87
1;Syngovia;363;transition;TransitionDestinationExchange;1126;495;1068;470;100;0;264;293;307;318;340;41,84;46,43;48,65;50,4;53,88
1;Syngovia;363;pair;TransitionMissing;234;0;3509;470;100;0;114;126;129;133;139;48,72;53,85;55,13;56,84;59,4
1;Syngovia;363;pair;ActionExchange;1739;0;3509;470;100;0;679;765;796;819;922;39,05;43,99;45,77;47,1;53,02
1;Syngovia;363;pair;StateMissing;62;0;3509;470;100;0;46;51;52;55;57;74,19;82,26;83,87;88,71;91,94
1;Syngovia;363;pair;TransitionDestinationExchange;1126;495;3509;470;100;0;327;352;359;371;392;51,82;55,78;56,89;58,8;62,12
1;Syngovia;364;state;TransitionMissing;269;0;180;540;100;0;49;57;61;64;73;18,22;21,19;22,68;23,79;27,14
1;Syngovia;364;state;ActionExchange;1921;0;180;540;100;0;227;301;332;372;471;11,82;15,67;17,28;19,36;24,52
1;Syngovia;364;state;StateMissing;69;0;180;540;100;0;22;29;32;34;43;31,88;42,03;46,38;49,28;62,32
1;Syngovia;364;state;TransitionDestinationExchange;1216;504;180;540;100;0;129;173;186;201;244;18,12;24,3;26,12;28,23;34,27
