RunID;SPL Name;Product Index;Coverage Budget Source;Operator;Total Mutants;Equivalent Count;Action Budget;Max Steps Per Case;Seed Count;Aborted Walks Total;Killed Min;Killed P25;Killed Median;Killed P75;Killed Max;Mutation Score Min(%);Mutation Score P25(%);Mutation Score Median(%);Mutation Score P75(%);Mutation Score Max(%)
1;Syngovia;261;state;TransitionMissing;282;0;184;566;100;0;47;61;66;69;77;16,67;21,63;23,4;24,47;27,3
1;Syngovia;261;state;ActionExchange;2036;0;184;566;100;0;232;321;356;381;471;11,39;15,77;17,49;18,71;23,13
1;Syngovia;261;state;StateMissing;73;0;184;566;100;0;27;32;35;37;46;36,99;43,84;47,95;50,68;63,01
1;Syngovia;261;state;TransitionDestinationExchange;1313;570;184;566;100;0;138;180;194;208;238;18,57;24,23;26,11;27,99;32,03
1;Syngovia;261;transition;TransitionMissing;282;0;1387;566;100;0;100;111;117;121;130;35,46;39,36;41,49;42,91;46,1
1;Syngovia;261;transition;ActionExchange;2036;0;1387;566;100;0;594;671;709;737;839;29,17;32,96;34,82;36,2;41,21
1;Syngovia;261;transition;StateMissing;73;0;1387;566;100;0;43;49;52;54;60;58,9;67,12;71,23;73,97;82,19
1;Syngovia;261;transition;TransitionDestinationExchange;1313;570;1387;566;100;0;305;332;343;356;377;41,05;44,68;46,16;47,91;50,74
1;Syngovia;261;pair;TransitionMissing;282;0;4481;566;100;0;126;140;143;147;157;44,68;49,65;50,71;52,13;55,67
1;Syngovia;261;pair;ActionExchange;2036;0;4481;566;100;0;730;869;906;926;1052;35,85;42,68;44,5;45,48;51,67
1;Syngovia;261;pair;StateMissing;73;0;4481;566;100;0;52;58;60;62;66;71,23;79,45;82,19;84,93;90,41
1;Syngovia;261;pair;TransitionDestinationExchange;1313;570;4481;566;100;0;343;400;411;417;443;46,16;53,84;55,32;56,12;59,62
1;Syngovia;262;state;TransitionMissing;274;0;180;550;100;0;49;57;61;64;73;17,88;20,8;22,26;23,36;26,64
1;Syngovia;262;state;ActionExchange;1951;0;180;550;100;0;227;301;332;372;471;11,64;15,43;17,02;19,07;24,14
1;Syngovia;262;state;StateMissing;69;0;180;550;100;0;22;29;32;34;43;31,88;42,03;46,38;49,28;62,32
1;Syngovia;262;state;TransitionDestinationExchange;1231;509;180;550;100;0;129;173;186;201;244;17,87;23,96;25,76;27,84;33,8
1;Syngovia;262;transition;TransitionMissing;274;0;1370;550;100;0;91;104;110;113;124;33,21;37,96;40,15;41,24;45,26
1;Syngovia;262;transition;ActionExchange;1951;0;1370;550;100;0;543;626;665;695;794;27,83;32,09;34,09;35,62;40,7
1;Syngovia;262;transition;StateMissing;69;0;1370;550;100;0;36;45;48;51;57;52,17;65,22;69,57;73,91;82,61
1;Syngovia;262;transition;TransitionDestinationExchange;1231;509;1370;550;100;0;261;311;326;339;366;36,15;43,07;45,15;46,95;50,69
1;Syngovia;262;pair;TransitionMissing;274;0;3820;550;100;0;120;130;133;136;143;43,8;47,45;48,54;49,64;52,19
1;Syngovia;262;pair;ActionExchange;1951;0;3820;550;100;0;712;787;826;853;922;36,49;40,34;42,34;43,72;47,26
1;Syngovia;262;pair;StateMissing;69;0;3820;550;100;0;47;54;56;57;60;68,12;78,26;81,16;82,61;86,96
1;Syngovia;262;pair;TransitionDestinationExchange;1231;509;3820;550;100;0;344;373;382;390;415;47,65;51,66;52,91;54,02;57,48
1;Syngovia;263;state;TransitionMissing;226;0;155;454;100;0;44;53;57;60;68;19,47;23,45;25,22;26,55;30,09
1;Syngovia;263;state;ActionExchange;1660;0;155;454;100;0;194;279;303;330;430;11,69;16,81;18,25;19,88;25,9
1;Syngovia;263;state;StateMissing;58;0;155;454;100;0;22;27;29;31;36;37,93;46,55;50;53,45;62,07
1;Syngovia;263;state;TransitionDestinationExchange;1050;440;155;454;100;0;119;156;170;182;212;19,51;25,57;27,87;29,84;34,75
1;Syngovia;263;transition;TransitionMissing;226;0;1045;454;100;0;82;94;98;102;112;36,28;41,59;43,36;45,13;49,56
1;Syngovia;263;transition;ActionExchange;1660;0;1045;454;100;0;463;553;586;625;701;27,89;33,31;35,3;37,65;42,23
1;Syngovia;263;transition;StateMissing;58;0;1045;454;100;0;35;39;41;44;49;60,34;67,24;70,69;75,86;84,48
1;Syngovia;263;transition;TransitionDestinationExchange;1050;440;1045;454;100;0;233;277;290;301;331;38,2;45,41;47,54;49,34;54,26
1;Syngovia;263;pair;TransitionMissing;226;0;2939;454;100;0;103;117;121;125;130;45,58;51,77;53,54;55,31;57,52
1;Syngovia;263;pair;ActionExchange;1660;0;2939;454;100;0;630;710;731;760;833;37,95;42,77;44,04;45,78;50,18
1;Syngovia;263;pair;StateMissing;58;0;2939;454;100;0;41;47;49;51;53;70,69;81,03;84,48;87,93;91,38
1;Syngovia;263;pair;TransitionDestinationExchange;1050;440;2939;454;100;0;309;330;339;348;364;50,66;54,1;55,57;57,05;59,67
1;Syngovia;264;state;TransitionMissing;275;0;180;552;100;0;49;57;61;64;73;17,82;20,73;22,18;23,27;26,55
