RunID;SPL Name;Product Index;Coverage Type;Operator;Total Mutants;Equivalent Count;Killed Count;Survived Count;Mutation Score(%);Executed Transitions Total;Efficiency (killed/transition)
1;Syngovia;281;state;TransitionMissing;282;0;100;182;35,46;184;0,54
1;Syngovia;281;transition;TransitionMissing;282;0;282;0;100;1388;0,2
1;Syngovia;281;pair;TransitionMissing;282;0;282;0;100;4483;0,06
1;Syngovia;281;family-baseline;TransitionMissing;282;0;0;282;0;0;0
1;Syngovia;281;state;ActionExchange;2036;0;896;1140;44,01;184;4,87
1;Syngovia;281;transition;ActionExchange;2036;0;2036;0;100;1388;1,47
1;Syngovia;281;pair;ActionExchange;2036;0;2036;0;100;4483;0,45
1;Syngovia;281;family-baseline;ActionExchange;2036;0;0;2036;0;0;0
1;Syngovia;281;state;StateMissing;73;0;73;0;100;184;0,4
1;Syngovia;281;transition;StateMissing;73;0;73;0;100;1388;0,05
1;Syngovia;281;pair;StateMissing;73;0;73;0;100;4483;0,02
1;Syngovia;281;family-baseline;StateMissing;73;0;0;73;0;0;0
1;Syngovia;281;state;TransitionDestinationExchange;1313;570;306;437;41,18;184;1,66
1;Syngovia;281;transition;TransitionDestinationExchange;1313;570;691;52;93;1388;0,5
1;Syngovia;281;pair;TransitionDestinationExchange;1313;570;743;0;100;4483;0,17
1;Syngovia;281;family-baseline;TransitionDestinationExchange;1313;570;0;743;0;0;0
1;Syngovia;282;state;TransitionMissing;265;0;95;170;35,85;180;0,53
1;Syngovia;282;transition;TransitionMissing;265;0;265;0;100;1290;0,21
1;Syngovia;282;pair;TransitionMissing;265;0;265;0;100;3566;0,07
1;Syngovia;282;family-baseline;TransitionMissing;265;0;0;265;0;0;0
1;Syngovia;282;state;ActionExchange;1897;0;854;1043;45,02;180;4,74
1;Syngovia;282;transition;ActionExchange;1897;0;1897;0;100;1290;1,47
1;Syngovia;282;pair;ActionExchange;1897;0;1897;0;100;3566;0,53
1;Syngovia;282;family-baseline;ActionExchange;1897;0;0;1897;0;0;0
1;Syngovia;282;state;StateMissing;69;0;69;0;100;180;0,38
1;Syngovia;282;transition;StateMissing;69;0;69;0;100;1290;0,05
1;Syngovia;282;pair;StateMissing;69;0;69;0;100;3566;0,02
1;Syngovia;282;family-baseline;StateMissing;69;0;0;69;0;0;0
1;Syngovia;282;state;TransitionDestinationExchange;1204;500;293;411;41,62;180;1,63
1;Syngovia;282;transition;TransitionDestinationExchange;1204;500;651;53;92,47;1290;0,5
1;Syngovia;282;pair;TransitionDestinationExchange;1204;500;704;0;100;3566;0,2
1;Syngovia;282;family-baseline;TransitionDestinationExchange;1204;500;0;704;0;0;0
1;Syngovia;283;state;TransitionMissing;266;0;95;171;35,71;180;0,53
1;Syngovia;283;transition;TransitionMissing;266;0;266;0;100;1299;0,2
1;Syngovia;283;pair;TransitionMissing;266;0;266;0;100;3591;0,07
1;Syngovia;283;family-baseline;TransitionMissing;266;0;0;266;0;0;0
1;Syngovia;283;state;ActionExchange;1903;0;857;1046;45,03;180;4,76
1;Syngovia;283;transition;ActionExchange;1903;0;1903;0;100;1299;1,46
1;Syngovia;283;pair;ActionExchange;1903;0;1903;0;100;3591;0,53
1;Syngovia;283;family-baseline;ActionExchange;1903;0;0;1903;0;0;0
1;Syngovia;283;state;StateMissing;69;0;69;0;100;180;0,38
1;Syngovia;283;transition;StateMissing;69;0;69;0;100;1299;0,05
1;Syngovia;283;pair;StateMissing;69;0;69;0;100;3591;0,02
1;Syngovia;283;family-baseline;StateMissing;69;0;0;69;0;0;0
1;Syngovia;283;state;TransitionDestinationExchange;1207;501;293;413;41,5;180;1,63
1;Syngovia;283;transition;TransitionDestinationExchange;1207;501;653;53;92,49;1299;0,5
1;Syngovia;283;pair;TransitionDestinationExchange;1207;501;706;0;100;3591;0,2
1;Syngovia;283;family-baseline;TransitionDestinationExchange;1207;501;0;706;0;0;0
1;Syngovia;284;state;TransitionMissing;265;0;95;170;35,85;180;0,53
1;Syngovia;284;transition;TransitionMissing;265;0;265;0;100;1290;0,21
1;Syngovia;284;pair;TransitionMissing;265;0;265;0;100;3566;0,07
1;Syngovia;284;family-baseline;TransitionMissing;265;0;0;265;0;0;0
1;Syngovia;284;state;ActionExchange;1897;0;854;1043;45,02;180;4,74
1;Syngovia;284;transition;ActionExchange;1897;0;1897;0;100;1290;1,47
1;Syngovia;284;pair;ActionExchange;1897;0;1897;0;100;3566;0,53
1;Syngovia;284;family-baseline;ActionExchange;1897;0;0;1897;0;0;0
1;Syngovia;284;state;StateMissing;69;0;69;0;100;180;0,38
1;Syngovia;284;transition;StateMissing;69;0;69;0;100;1290;0,05
1;Syngovia;284;pair;StateMissing;69;0;69;0;100;3566;0,02
1;Syngovia;284;family-baseline;StateMissing;69;0;0;69;0;0;0
1;Syngovia;284;state;TransitionDestinationExchange;1204;500;293;411;41,62;180;1,63
1;Syngovia;284;transition;TransitionDestinationExchange;1204;500;651;53;92,47;1290;0,5
1;Syngovia;284;pair;TransitionDestinationExchange;1204;500;704;0;100;3566;0,2
1;Syngovia;284;family-baseline;TransitionDestinationExchange;1204;500;0;704;0;0;0
1;Syngovia;285;state;TransitionMissing;282;0;100;182;35,46;184;0,54
1;Syngovia;285;transition;TransitionMissing;282;0;282;0;100;1388;0,2
1;Syngovia;285;pair;TransitionMissing;282;0;282;0;100;4484;0,06
1;Syngovia;285;family-baseline;TransitionMissing;282;0;0;282;0;0;0
1;Syngovia;285;state;ActionExchange;2036;0;896;1140;44,01;184;4,87
1;Syngovia;285;transition;ActionExchange;2036;0;2036;0;100;1388;1,47
1;Syngovia;285;pair;ActionExchange;2036;0;2036;0;100;4484;0,45
1;Syngovia;285;family-baseline;ActionExchange;2036;0;0;2036;0;0;0
1;Syngovia;285;state;StateMissing;73;0;73;0;100;184;0,4
1;Syngovia;285;transition;StateMissing;73;0;73;0;100;1388;0,05
1;Syngovia;285;pair;StateMissing;73;0;73;0;100;4484;0,02
1;Syngovia;285;family-baseline;StateMissing;73;0;0;73;0;0;0
1;Syngovia;285;state;TransitionDestinationExchange;1313;570;306;437;41,18;184;1,66
1;Syngovia;285;transition;TransitionDestinationExchange;1313;570;691;52;93;1388;0,5
1;Syngovia;285;pair;TransitionDestinationExchange;1313;570;743;0;100;4484;0,17
1;Syngovia;285;family-baseline;TransitionDestinationExchange;1313;570;0;743;0;0;0
1;Syngovia;286;state;TransitionMissing;226;0;82;144;36,28;155;0,53
1;Syngovia;286;transition;TransitionMissing;226;0;226;0;100;1045;0,22
1;Syngovia;286;pair;TransitionMissing;226;0;226;0;100;2939;0,08
1;Syngovia;286;family-baseline;TransitionMissing;226;0;0;226;0;0;0
1;Syngovia;286;state;ActionExchange;1660;0;731;929;44,04;155;4,72
1;Syngovia;286;transition;ActionExchange;1660;0;1660;0;100;1045;1,59
1;Syngovia;286;pair;ActionExchange;1660;0;1660;0;100;2939;0,56
1;Syngovia;286;family-baseline;ActionExchange;1660;0;0;1660;0;0;0
1;Syngovia;286;state;StateMissing;58;0;58;0;100;155;0,37
1;Syngovia;286;transition;StateMissing;58;0;58;0;100;1045;0,06
1;Syngovia;286;pair;StateMissing;58;0;58;0;100;2939;0,02
1;Syngovia;286;family-baseline;StateMissing;58;0;0;58;0;0;0
