RunID;SPL Name;Coverage Type;Product Index;FTS States;FTS Transitions;Test Cases;Total Test Actions;Coverage(%);Projection Time(ms);Test Generation Time(ms);Transformation Time(ms);Test Execution Time(ms);Test Generation Peak Memory(MB);Test Execution Peak Memory(MB);Wall Clock Time(ms);Segment Sum Time(ms)
3;Syngovia;state;1;74;271;18;184;100;28,95;17,45;0;4,7;20,35;21,35;54,4;51,1
3;Syngovia;transition;1;74;271;154;270;100;7,53;68,71;0;12,19;25,73;13,73;92,23;88,42
3;Syngovia;pair;1;74;271;442;4159;100;5,9;10,37;302,3;15,42;44,73;53,73;365,76;333,98
3;Syngovia;state;2;70;274;18;180;100;8,53;6,44;0;0,58;8,81;8,81;16,69;15,55
3;Syngovia;transition;2;70;274;163;273;100;4,82;45,61;0;4,93;14,81;16,81;58,05;55,36
3;Syngovia;pair;2;70;274;416;3795;100;4,36;6,12;189,64;9,33;43,81;51,81;225,79;209,45
3;Syngovia;state;3;63;231;16;219;100;3,72;4,71;0;0,55;53,81;53,81;10,01;8,97
3;Syngovia;transition;3;63;231;126;230;100;3,89;34,62;0;6,75;58,81;60,81;47,93;45,26
3;Syngovia;pair;3;63;231;313;4142;100;3,1;5,06;202,62;9,87;80,81;86,82;233,59;220,66
3;Syngovia;state;4;74;283;18;184;100;2,82;3,85;0;0,45;11,82;11,82;7,79;7,11
3;Syngovia;transition;4;74;283;166;282;100;2,73;21,57;0;2,69;17,82;19,82;28,79;27
3;Syngovia;pair;4;74;283;477;4486;100;2,65;4,66;224,32;8,6;52,82;60,82;254,06;240,24
3;Syngovia;state;5;59;227;16;155;100;2,16;3,17;0;0,36;62,82;62,82;6,25;5,69
3;Syngovia;transition;5;59;227;126;226;100;2,01;14,11;0;1,99;66,82;68,82;19,45;18,11
3;Syngovia;pair;5;59;227;320;2939;100;2,06;3,45;89,79;5,9;86,82;91,82;107,8;101,21
3;Syngovia;state;6;63;235;16;159;100;2,38;3,34;0;0,49;93,82;93,82;6,85;6,21
3;Syngovia;transition;6;63;235;128;234;100;2,26;16,4;0;2,74;98,82;99,82;22,55;21,4
3;Syngovia;pair;6;63;235;372;3509;100;2,52;4,53;121,25;4,01;123,82;15,39;139,35;132,31
3;Syngovia;state;7;63;231;16;219;100;1,57;2,17;0;0,3;17,39;17,39;4,53;4,05
3;Syngovia;transition;7;63;231;126;230;100;1,65;20,12;0;1,93;22,39;24,39;25,1;23,7
3;Syngovia;pair;7;63;231;313;4142;100;1,91;3,19;151,45;4,54;44,39;50,39;167,87;161,09
3;Syngovia;state;8;74;274;18;184;100;1,9;2,57;0;0,34;52,39;52,39;5,35;4,81
3;Syngovia;transition;8;74;274;157;273;100;1,95;18,16;0;2,06;58,39;59,39;23,41;22,17
3;Syngovia;pair;8;74;274;450;4225;100;1,89;4,33;171,47;6,08;89,39;95,39;190,75;183,77
3;Syngovia;state;9;70;265;18;180;100;1,85;2,46;0;0,31;97,39;97,39;5,09;4,62
3;Syngovia;transition;9;70;265;154;264;100;1,93;19,17;0;2,91;103,39;104,39;25,35;24,01
3;Syngovia;pair;9;70;265;384;3542;100;2,96;5,66;117,02;6,49;128,39;133,39;140,45;132,13
3;Syngovia;state;10;74;281;18;252;100;2,72;3,46;0;0,5;135,39;136,39;7,24;6,67
3;Syngovia;transition;10;74;281;166;280;100;2,54;39,46;0;3,8;142,39;144,39;47,5;45,81
3;Syngovia;pair;10;74;281;418;5523;100;2,7;7,68;263,74;5,24;150,76;40,76;287,81;279,35
3;Syngovia;state;11;74;273;18;252;100;2,38;2,82;0;0,35;42,76;43,76;6,23;5,55
3;Syngovia;transition;11;74;273;158;272;100;2;34,45;0;2,48;49,76;51,76;41,05;38,93
3;Syngovia;pair;11;74;273;393;5200;100;2,51;4,61;297,58;7,14;78,76;86,76;321,03;311,84
3;Syngovia;state;12;74;273;18;184;100;2,53;3,18;0;0,33;88,76;88,76;6,64;6,03
3;Syngovia;transition;12;74;273;156;272;100;2,67;19,18;0;2,15;93,76;95,76;25,23;24,01
3;Syngovia;pair;12;74;273;445;4205;100;2,54;6,92;171,4;7,97;124,76;131,76;196,4;188,84
3;Syngovia;state;13;74;269;18;252;100;2,26;3,47;0;0,42;133,76;133,76;6,98;6,14
3;Syngovia;transition;13;74;269;154;268;100;2,42;37,44;0;2,56;139,76;141,76;43,99;42,42
3;Syngovia;pair;13;74;269;381;5028;100;2,55;5,88;250,91;5,89;156,76;28,3;271,86;265,23
3;Syngovia;state;14;74;271;18;252;100;2,42;3,26;0;0,46;30,3;30,3;6,74;6,14
3;Syngovia;transition;14;74;271;156;270;100;2,43;33,95;0;2,65;36,3;38,3;40,55;39,02
3;Syngovia;pair;14;74;271;387;5108;100;2,34;6,88;248,48;6,6;64,3;72,3;272,02;264,3
3;Syngovia;state;15;74;283;18;184;100;3,21;3,69;0;0,37;74,3;74,3;7,91;7,26
3;Syngovia;transition;15;74;283;166;282;100;2,45;19,8;0;2,31;79,3;81,3;26,09;24,56
3;Syngovia;pair;15;74;283;476;4483;100;2,65;5,66;207,63;6,18;113,3;120,3;228,53;222,12
3;Syngovia;state;16;70;269;18;180;100;2,08;2,72;0;0,3;122,3;122,3;5,6;5,1
3;Syngovia;transition;16;70;269;158;268;100;2,23;17,43;0;2,15;127,3;128,3;23,13;21,8
3;Syngovia;pair;16;70;269;395;3647;100;2,01;5,17;131,63;4,82;153,3;11,08;152,58;143,63
3;Syngovia;state;17;63;231;16;219;100;2,58;3,43;0;0,51;13,08;13,08;7,35;6,52
3;Syngovia;transition;17;63;231;126;230;100;2,63;20,67;0;2,03;18,08;20,08;26,57;25,34
3;Syngovia;pair;17;63;231;313;4142;100;1,7;3,69;162,16;4,25;40,08;46,08;176,56;171,8
3;Syngovia;state;18;70;266;18;180;100;1,59;2,38;0;0,31;48,08;48,08;4,75;4,29
3;Syngovia;transition;18;70;266;155;265;100;2,74;17,51;0;1,87;53,08;54,08;23,33;22,12
3;Syngovia;pair;18;70;266;387;3566;100;1,99;4,75;116,35;4,22;78,08;83,08;131,62;127,31
3;Syngovia;state;19;74;273;18;184;100;2,56;2,43;0;0,36;85,08;86,08;5,89;5,36
3;Syngovia;transition;19;74;273;156;272;100;1,74;16,96;0;1,89;91,08;92,08;21,62;20,59
3;Syngovia;pair;19;74;273;448;4211;100;1,65;4,98;154,65;5,45;122,08;128,08;172,89;166,74
3;Syngovia;state;20;59;227;16;155;100;1,43;2,04;0;0,28;130,08;130,08;4,19;3,75
3;Syngovia;transition;20;59;227;126;226;100;1,47;10,98;0;1,53;134,08;135,08;14,96;13,98
3;Syngovia;pair;20;59;227;320;2939;100;1,38;3,09;66,69;6,03;153,08;156,08;80,79;77,19
3;Syngovia;state;21;70;275;18;180;100;1,92;2,38;0;0,29;11,8;11,8;5,06;4,59
3;Syngovia;transition;21;70;275;164;274;100;1,75;19,94;0;2,17;16,8;18,8;24,98;23,86
3;Syngovia;pair;21;70;275;418;3820;100;1,89;4,95;132,07;4,8;44,8;50,8;148,71;143,71
3;Syngovia;state;22;63;235;16;159;100;1,47;2,14;0;0,28;52,8;52,8;4,58;3,88
3;Syngovia;transition;22;63;235;128;234;100;1,42;11,86;0;1,56;56,8;58,8;15,88;14,84
3;Syngovia;pair;22;63;235;372;3509;100;1,66;3,66;121;5,95;80,8;85,8;136,95;132,26
3;Syngovia;state;23;63;231;16;219;100;1,86;3,05;0;0,46;87,8;87,8;5,99;5,36
3;Syngovia;transition;23;63;231;126;230;100;2,01;21,95;0;2,34;92,8;94,8;27,64;26,31
3;Syngovia;pair;23;63;231;313;4142;100;1,94;4,04;164,03;4,64;114,8;120,8;179,2;174,64
3;Syngovia;state;24;70;267;18;180;100;2,83;2,86;0;0,3;122,8;122,8;6,54;5,99
3;Syngovia;transition;24;70;267;156;266;100;1,74;21,84;0;2,87;127,8;129,8;27,86;26,44
3;Syngovia;pair;24;70;267;390;3598;100;2,52;5,66;122,75;7,23;152,8;155,8;143,96;138,16
3;Syngovia;state;25;74;270;18;252;100;1,8;2,53;0;0,41;12,79;12,79;5,24;4,74
3;Syngovia;transition;25;74;270;155;269;100;1,77;29,77;0;2,48;18,79;20,79;35,22;34,03
3;Syngovia;pair;25;74;270;384;5068;100;1,83;4,46;229,41;5,42;46,79;53,79;246,25;241,12
3;Syngovia;state;26;74;269;18;252;100;1,74;2,39;0;0,37;55,79;55,79;5,01;4,51
3;Syngovia;transition;26;74;269;154;268;100;1,7;29,59;0;2,35;61,79;63,79;34,74;33,64
3;Syngovia;pair;26;74;269;381;5028;100;1,74;4,21;243,42;7,02;89,79;96,79;262,21;256,39
3;Syngovia;state;27;74;270;18;252;100;2,26;2,51;0;0,43;98,79;98,79;5,8;5,2
3;Syngovia;transition;27;74;270;155;269;100;1,89;34,43;0;2,61;104,79;106,79;40,58;38,94
