RunID;SPL Name;Product Index;Coverage Type;Operator;Total Mutants;Equivalent Count;Killed Count;Survived Count;Mutation Score(%);Executed Transitions Total;Efficiency (killed/transition)
1;Syngovia;321;state;TransitionMissing;268;0;95;173;35,45;180;0,53
1;Syngovia;321;transition;TransitionMissing;268;0;268;0;100;1317;0,2
1;Syngovia;321;pair;TransitionMissing;268;0;268;0;100;3647;0,07
1;Syngovia;321;family-baseline;TransitionMissing;268;0;0;268;0;0;0
1;Syngovia;321;state;ActionExchange;1915;0;863;1052;45,07;180;4,79
1;Syngovia;321;transition;ActionExchange;1915;0;1915;0;100;1317;1,45
1;Syngovia;321;pair;ActionExchange;1915;0;1915;0;100;3647;0,53
1;Syngovia;321;family-baseline;ActionExchange;1915;0;0;1915;0;0;0
1;Syngovia;321;state;StateMissing;69;0;69;0;100;180;0,38
1;Syngovia;321;transition;StateMissing;69;0;69;0;100;1317;0,05
1;Syngovia;321;pair;StateMissing;69;0;69;0;100;3647;0,02
1;Syngovia;321;family-baseline;StateMissing;69;0;0;69;0;0;0
1;Syngovia;321;state;TransitionDestinationExchange;1213;503;293;417;41,27;180;1,63
1;Syngovia;321;transition;TransitionDestinationExchange;1213;503;657;53;92,54;1317;0,5
1;Syngovia;321;pair;TransitionDestinationExchange;1213;503;710;0;100;3647;0,19
1;Syngovia;321;family-baseline;TransitionDestinationExchange;1213;503;0;710;0;0;0
1;Syngovia;322;state;TransitionMissing;270;0;99;171;36,67;252;0,39
1;Syngovia;322;transition;TransitionMissing;270;0;270;0;100;1921;0,14
1;Syngovia;322;pair;TransitionMissing;270;0;270;0;100;5114;0,05
1;Syngovia;322;family-baseline;TransitionMissing;270;0;0;270;0;0;0
1;Syngovia;322;state;ActionExchange;1902;0;856;1046;45,01;252;3,4
1;Syngovia;322;transition;ActionExchange;1902;0;1902;0;100;1921;0,99
1;Syngovia;322;pair;ActionExchange;1902;0;1902;0;100;5114;0,37
1;Syngovia;322;family-baseline;ActionExchange;1902;0;0;1902;0;0;0
1;Syngovia;322;state;StateMissing;73;0;73;0;100;252;0,29
1;Syngovia;322;transition;StateMissing;73;0;73;0;100;1921;0,04
1;Syngovia;322;pair;StateMissing;73;0;73;0;100;5114;0,01
1;Syngovia;322;family-baseline;StateMissing;73;0;0;73;0;0;0
1;Syngovia;322;state;TransitionDestinationExchange;1206;501;293;412;41,56;252;1,16
1;Syngovia;322;transition;TransitionDestinationExchange;1206;501;653;52;92,62;1921;0,34
1;Syngovia;322;pair;TransitionDestinationExchange;1206;501;705;0;100;5114;0,14
1;Syngovia;322;family-baseline;TransitionDestinationExchange;1206;501;0;705;0;0;0
1;Syngovia;323;state;TransitionMissing;280;0;100;180;35,71;184;0,54
1;Syngovia;323;transition;TransitionMissing;280;0;280;0;100;1370;0,2
1;Syngovia;323;pair;TransitionMissing;280;0;280;0;100;4423;0,06
1;Syngovia;323;family-baseline;TransitionMissing;280;0;0;280;0;0;0
1;Syngovia;323;state;ActionExchange;2024;0;892;1132;44,07;184;4,85
1;Syngovia;323;transition;ActionExchange;2024;0;2024;0;100;1370;1,48
1;Syngovia;323;pair;ActionExchange;2024;0;2024;0;100;4423;0,46
1;Syngovia;323;family-baseline;ActionExchange;2024;0;0;2024;0;0;0
1;Syngovia;323;state;StateMissing;73;0;73;0;100;184;0,4
1;Syngovia;323;transition;StateMissing;73;0;73;0;100;1370;0,05
1;Syngovia;323;pair;StateMissing;73;0;73;0;100;4423;0,02
1;Syngovia;323;family-baseline;StateMissing;73;0;0;73;0;0;0
1;Syngovia;323;state;TransitionDestinationExchange;1307;568;306;433;41,41;184;1,66
1;Syngovia;323;transition;TransitionDestinationExchange;1307;568;687;52;92,96;1370;0,5
1;Syngovia;323;pair;TransitionDestinationExchange;1307;568;739;0;100;4423;0,17
1;Syngovia;323;family-baseline;TransitionDestinationExchange;1307;568;0;739;0;0;0
1;Syngovia;324;state;TransitionMissing;280;0;99;181;35,36;252;0,39
1;Syngovia;324;transition;TransitionMissing;280;0;280;0;100;2051;0,14
1;Syngovia;324;pair;TransitionMissing;280;0;280;0;100;5523;0,05
1;Syngovia;324;family-baseline;TransitionMissing;280;0;0;280;0;0;0
1;Syngovia;324;state;ActionExchange;1962;0;868;1094;44,24;252;3,44
1;Syngovia;324;transition;ActionExchange;1962;0;1962;0;100;2051;0,96
1;Syngovia;324;pair;ActionExchange;1962;0;1962;0;100;5523;0,36
1;Syngovia;324;family-baseline;ActionExchange;1962;0;0;1962;0;0;0
1;Syngovia;324;state;StateMissing;73;0;73;0;100;252;0,29
1;Syngovia;324;transition;StateMissing;73;0;73;0;100;2051;0,04
1;Syngovia;324;pair;StateMissing;73;0;73;0;100;5523;0,01
1;Syngovia;324;family-baseline;StateMissing;73;0;0;73;0;0;0
1;Syngovia;324;state;TransitionDestinationExchange;1236;511;293;432;40,41;252;1,16
1;Syngovia;324;transition;TransitionDestinationExchange;1236;511;674;51;92,97;2051;0,33
1;Syngovia;324;pair;TransitionDestinationExchange;1236;511;725;0;100;5523;0,13
1;Syngovia;324;family-baseline;TransitionDestinationExchange;1236;511;0;725;0;0;0
1;Syngovia;325;state;TransitionMissing;226;0;82;144;36,28;155;0,53
1;Syngovia;325;transition;TransitionMissing;226;0;226;0;100;1045;0,22
1;Syngovia;325;pair;TransitionMissing;226;0;226;0;100;2939;0,08
1;Syngovia;325;family-baseline;TransitionMissing;226;0;0;226;0;0;0
1;Syngovia;325;state;ActionExchange;1660;0;731;929;44,04;155;4,72
1;Syngovia;325;transition;ActionExchange;1660;0;1660;0;100;1045;1,59
1;Syngovia;325;pair;ActionExchange;1660;0;1660;0;100;2939;0,56
1;Syngovia;325;family-baseline;ActionExchange;1660;0;0;1660;0;0;0
1;Syngovia;325;state;StateMissing;58;0;58;0;100;155;0,37
1;Syngovia;325;transition;StateMissing;58;0;58;0;100;1045;0,06
1;Syngovia;325;pair;StateMissing;58;0;58;0;100;2939;0,02
1;Syngovia;325;family-baseline;StateMissing;58;0;0;58;0;0;0
1;Syngovia;325;state;TransitionDestinationExchange;1050;440;246;364;40,33;155;1,59
1;Syngovia;325;transition;TransitionDestinationExchange;1050;440;557;53;91,31;1045;0,53
1;Syngovia;325;pair;TransitionDestinationExchange;1050;440;610;0;100;2939;0,21
1;Syngovia;325;family-baseline;TransitionDestinationExchange;1050;440;0;610;0;0;0
1;Syngovia;326;state;TransitionMissing;274;0;100;174;36,5;184;0,54
1;Syngovia;326;transition;TransitionMissing;274;0;274;0;100;1316;0,21
1;Syngovia;326;pair;TransitionMissing;274;0;274;0;100;4261;0,06
1;Syngovia;326;family-baseline;TransitionMissing;274;0;0;274;0;0;0
1;Syngovia;326;state;ActionExchange;1988;0;888;1100;44,67;184;4,83
1;Syngovia;326;transition;ActionExchange;1988;0;1988;0;100;1316;1,51
1;Syngovia;326;pair;ActionExchange;1988;0;1988;0;100;4261;0,47
1;Syngovia;326;family-baseline;ActionExchange;1988;0;0;1988;0;0;0
1;Syngovia;326;state;StateMissing;73;0;73;0;100;184;0,4
1;Syngovia;326;transition;StateMissing;73;0;73;0;100;1316;0,06
1;Syngovia;326;pair;StateMissing;73;0;73;0;100;4261;0,02
1;Syngovia;326;family-baseline;StateMissing;73;0;0;73;0;0;0
1;Syngovia;326;state;TransitionDestinationExchange;1289;562;306;421;42,09;184;1,66
