RunID;SPL Name;Coverage Type;Product Index;FTS States;FTS Transitions;Test Cases;Total Test Actions;Coverage(%);Projection Time(ms);Test Generation Time(ms);Transformation Time(ms);Test Execution Time(ms);Test Generation Peak Memory(MB);Test Execution Peak Memory(MB);Wall Clock Time(ms);Segment Sum Time(ms)
1;eMail;state;1;9;18;3;9;100;8,56;5,97;0;3,31;12,29;12,29;21,89;17,83
1;eMail;transition;1;9;18;6;17;100;2,78;13,24;0;1,29;13,29;13,29;19,8;17,3
1;eMail;pair;1;9;18;20;82;100;1,96;3,73;6,01;1,85;13,29;13,29;20,65;13,54
1;eMail;state;2;7;13;2;6;100;1,31;1,18;0;0,14;14,29;14,29;3,94;2,63
1;eMail;transition;2;7;13;3;12;100;1,04;1,87;0;0,28;14,29;14,29;4,67;3,18
1;eMail;pair;2;7;13;9;46;100;1,04;0,59;2,33;0,69;14,29;14,29;7,17;4,64
1;eMail;state;3;6;12;2;6;100;1,06;0,73;0;0,11;15,29;15,29;3,02;1,9
1;eMail;transition;3;6;12;4;11;100;0,65;1,26;0;0,26;15,29;15,29;3,4;2,18
1;eMail;pair;3;6;12;8;39;100;0,74;0,21;1,36;0,54;15,29;15,29;4,64;2,86
1;eMail;state;4;11;23;5;15;100;0,53;0,68;0;0,3;15,29;16,29;2,58;1,51
1;eMail;transition;4;11;23;8;21;100;0,47;1,52;0;0,47;16,29;16,29;3,73;2,46
1;eMail;pair;4;11;23;45;135;100;0,55;0,38;4,1;1,96;17,29;17,29;9,51;6,99
1;eMail;state;5;9;18;3;9;100;0,43;0,43;0;0,19;17,29;17,29;2,18;1,06
1;eMail;transition;5;9;18;5;16;100;0,79;1,15;0;0,23;17,29;17,29;3,24;2,17
1;eMail;pair;5;9;18;28;89;100;0,4;0,39;2,84;0,81;18,29;18,29;6,31;4,43
1;eMail;state;6;8;16;3;8;100;0,51;0,58;0;0,21;18,29;18,29;2,05;1,3
1;eMail;transition;6;8;16;5;15;100;0,5;1,15;0;0,18;19,29;19,29;2,76;1,83
1;eMail;pair;6;8;16;16;65;100;0,93;0,29;1,74;0,45;19,29;19,29;4,96;3,41
1;eMail;state;7;8;18;3;8;100;0,42;0,39;0;0,09;19,29;19,29;1,83;0,9
1;eMail;transition;7;8;18;7;16;100;0,3;0,9;0;0,21;20,29;20,29;2,29;1,41
1;eMail;pair;7;8;18;29;89;100;0,39;0,32;2,43;1,11;20,29;20,29;5,97;4,26
1;eMail;state;8;8;17;3;8;100;0,42;0,48;0;0,2;21,29;21,29;1,67;1,1
1;eMail;transition;8;8;17;5;15;100;0,31;0,77;0;0,14;21,29;21,29;1,84;1,22
1;eMail;pair;8;8;17;29;89;100;0,34;0,39;2,62;0,56;21,29;22,29;5,95;3,91
1;eMail;state;9;11;22;5;15;100;0,45;0,44;0;0,15;22,29;22,29;1,58;1,04
1;eMail;transition;9;11;22;7;20;100;0,5;0,97;0;0,27;22,29;22,29;2,45;1,74
1;eMail;pair;9;11;22;43;127;100;0,33;0,39;2,76;0,8;23,29;23,29;5,72;4,28
1;eMail;state;10;9;19;4;12;100;0,33;0,42;0;0,27;23,29;23,29;1,49;1,03
1;eMail;transition;10;9;19;6;17;100;0,3;0,78;0;0,2;23,29;23,29;1,86;1,28
1;eMail;pair;10;9;19;28;89;100;0,29;0,26;1,77;0,39;24,29;24,29;3,76;2,71
1;eMail;state;11;8;17;3;9;100;0,27;0,3;0;0,05;24,29;24,29;1,08;0,63
1;eMail;transition;11;8;17;6;15;100;0,29;10,75;0;0,26;27,94;5,94;12,24;11,31
1;eMail;pair;11;8;17;29;87;100;0,47;0,37;2,94;0,43;5,94;5,94;5,82;4,22
1;eMail;state;12;8;15;3;8;100;0,51;0,5;0;0,06;5,94;6,94;1,67;1,07
1;eMail;transition;12;8;15;4;14;100;0,43;1,15;0;0,08;6,94;6,94;2,3;1,66
1;eMail;pair;12;8;15;21;77;100;0,48;0,35;1,44;0,35;7,94;7,94;4,14;2,62
1;eMail;state;13;10;21;4;11;100;0,35;0,39;0;0,08;7,94;7,94;1,42;0,82
1;eMail;transition;13;10;21;8;19;100;0,39;0,89;0;0,2;7,94;7,94;2,1;1,48
1;eMail;pair;13;10;21;42;122;100;0,35;0,33;2,87;0,6;8,94;8,94;5,46;4,15
1;eMail;state;14;10;21;4;11;100;0,41;0,45;0;0,08;8,94;8,94;1,5;0,94
1;eMail;transition;14;10;21;7;19;100;0,2;1,06;0;0,14;9,94;9,94;2,02;1,4
1;eMail;pair;14;10;21;42;123;100;0,32;0,49;2,53;0,7;9,94;10,94;5,48;4,03
1;eMail;state;15;7;14;2;6;100;0,38;0,47;0;0,05;10,94;10,94;1,42;0,9
1;eMail;transition;15;7;14;4;13;100;0,33;0,71;0;0,1;10,94;10,94;1,71;1,14
1;eMail;pair;15;7;14;10;50;100;0,32;0,23;0,92;0,27;10,94;11,94;2,77;1,73
1;eMail;state;16;8;16;3;9;100;0,41;0,57;0;0,08;11,94;11,94;1,58;1,05
1;eMail;transition;16;8;16;6;15;100;0,37;1,05;0;0,1;11,94;11,94;1,99;1,52
1;eMail;pair;16;8;16;16;64;100;0,3;0,2;0,92;0,23;11,94;12,94;2,72;1,65
1;eMail;state;17;10;22;4;11;100;0,32;0,33;0;0,06;12,94;12,94;1,18;0,71
1;eMail;transition;17;10;22;9;20;100;0,29;0,95;0;0,15;12,94;12,94;1,99;1,39
1;eMail;pair;17;10;22;43;127;100;0,3;0,42;2,61;0,63;13,94;13,94;5,38;3,97
1;eMail;state;18;7;15;3;7;100;0,41;0,39;0;0,06;13,94;13,94;1,37;0,86
1;eMail;transition;18;7;15;5;13;100;0,38;0,79;0;0,08;14,94;14,94;1,75;1,25
1;eMail;pair;18;7;15;17;55;100;0,36;0,34;1,32;0,33;14,94;14,94;3,83;2,36
1;eMail;state;19;6;13;2;6;100;0,42;0,48;0;0,04;14,94;14,94;1,52;0,94
1;eMail;transition;19;6;13;5;12;100;0,48;0,9;0;0,22;15,94;15,94;2,17;1,6
1;eMail;pair;19;6;13;8;41;100;0,36;0,23;0,77;0,17;15,94;15,94;2,48;1,53
1;eMail;state;20;9;17;3;9;100;0,39;0,5;0;0,06;15,94;15,94;1,42;0,95
1;eMail;transition;20;9;17;5;16;100;0,34;0,72;0;0,12;15,94;16,94;1,71;1,18
1;eMail;pair;20;9;17;17;70;100;0,4;0,32;1,04;0,24;16,94;16,94;3,21;2
1;eMail;state;21;10;20;4;11;100;0,44;0,4;0;0,07;16,94;16,94;1,47;0,91
1;eMail;transition;21;10;20;6;18;100;0,36;0,78;0;0,11;17,94;17,94;1,82;1,25
1;eMail;pair;21;10;20;41;118;100;0,26;0,34;2,31;0,57;17,94;17,94;4,86;3,48
1;eMail;state;22;8;17;3;9;100;0,62;0,44;0;0,06;18,94;18,94;1,76;1,12
1;eMail;transition;22;8;17;7;16;100;0,39;0,86;0;0,1;18,94;18,94;1,91;1,35
