RunID;SPL Name;Coverage Type;Product Index;FTS States;FTS Transitions;Test Cases;Total Test Actions;Coverage(%);Projection Time(ms);Test Generation Time(ms);Transformation Time(ms);Test Execution Time(ms);Test Generation Peak Memory(MB);Test Execution Peak Memory(MB);Wall Clock Time(ms);Segment Sum Time(ms)
9;BankAccountv2;state;1;18;30;9;29;100;6,32;4,73;0;3,69;12,2;12,2;17,71;14,74
9;BankAccountv2;transition;1;18;30;12;30;100;2,34;9,77;0;1,11;13,2;13,2;14,88;13,23
9;BankAccountv2;pair;1;18;30;127;368;100;1,98;4,69;19,05;4,65;15,2;15,2;38,61;30,37
9;BankAccountv2;state;2;19;27;7;26;100;1,68;1,31;0;1,81;16,2;16,2;6,61;4,8
9;BankAccountv2;transition;2;19;27;9;27;100;1,05;2,54;0;0,29;16,2;16,2;5,6;3,88
9;BankAccountv2;pair;2;19;27;77;293;100;0,93;0,46;6,99;2,04;18,2;18,2;13,85;10,42
9;BankAccountv2;state;3;9;12;3;11;100;0,62;0,8;0;0,25;18,2;18,2;3,2;1,67
9;BankAccountv2;transition;3;9;12;4;12;100;0,82;1,15;0;0,09;19,2;19,2;3,1;2,06
9;BankAccountv2;pair;3;9;12;11;39;100;0,54;0,16;0,89;0,18;19,2;19,2;3,5;1,77
9;BankAccountv2;state;4;18;28;7;25;100;0,6;0,75;0;0,15;19,2;19,2;2,41;1,5
9;BankAccountv2;transition;4;18;28;10;28;100;0,52;1,6;0;0,25;20,2;20,2;3,69;2,37
9;BankAccountv2;pair;4;18;28;89;319;100;1;0,45;5,62;1,33;21,2;22,2;10,88;8,4
9;BankAccountv2;state;5;13;18;6;19;100;2,18;0,68;0;0,15;22,2;22,2;3,86;3,01
9;BankAccountv2;transition;5;13;18;6;18;100;0,68;0,92;0;0,18;22,2;22,2;2,5;1,78
9;BankAccountv2;pair;5;13;18;33;106;100;0,52;0,24;1,11;0,41;23,2;23,2;3,68;2,27
9;BankAccountv2;state;6;14;24;7;21;100;0,29;0,4;0;0,14;23,2;23,2;1,45;0,83
9;BankAccountv2;transition;6;14;24;9;24;100;0,37;1,12;0;0,17;24,2;24,2;2,34;1,66
9;BankAccountv2;pair;6;14;24;79;234;100;0,45;0,4;3,14;0,82;25,2;25,2;6,67;4,81
9;BankAccountv2;state;7;16;27;8;26;100;0,37;0,58;0;0,25;25,2;25,2;1,74;1,2
9;BankAccountv2;transition;7;16;27;10;27;100;0,4;1,15;0;0,25;26,2;26,2;2,44;1,79
9;BankAccountv2;pair;7;16;27;91;286;100;0,44;0,43;4,66;0,93;27,2;27,2;8,41;6,45
9;BankAccountv2;state;8;14;20;7;21;100;0,56;0,68;0;0,09;28,2;28,2;1,86;1,33
9;BankAccountv2;transition;8;14;20;7;20;100;0,45;1;0;0,13;28,2;28,2;2,12;1,57
9;BankAccountv2;pair;8;14;20;60;182;100;0,51;0,32;2,92;0,75;29,2;29,2;6,28;4,5
9;BankAccountv2;state;9;14;23;6;20;100;0,49;0,58;0;0,09;29,2;29,2;1,75;1,17
9;BankAccountv2;transition;9;14;23;9;23;100;0,48;1,14;0;0,13;30,2;30,2;2,4;1,75
9;BankAccountv2;pair;9;14;23;61;186;100;0,44;0,38;3,11;0,75;31,2;31,2;6,58;4,68
9;BankAccountv2;state;10;19;30;7;25;100;0,86;0,88;0;0,13;31,2;31,2;2,94;1,86
9;BankAccountv2;transition;10;19;30;11;30;100;0,72;1,53;0;0,32;32,2;32,2;3,28;2,57
9;BankAccountv2;pair;10;19;30;112;379;100;0,78;0,61;5,9;1,13;33,2;34,2;10,86;8,43
9;BankAccountv2;state;11;16;25;7;23;100;0,46;0,64;0;0,07;34,2;34,2;1,68;1,18
9;BankAccountv2;transition;11;16;25;10;25;100;0,54;1,09;0;0,16;35,2;35,2;2,43;1,78
9;BankAccountv2;pair;11;16;25;89;272;100;0,62;0,5;4,25;0,99;36,2;36,2;8,62;6,36
9;BankAccountv2;state;12;17;29;9;28;100;0,59;0,56;0;0,09;37,2;37,2;1,74;1,24
9;BankAccountv2;transition;12;17;29;11;29;100;0,46;1,27;0;0,18;37,2;37,2;2,71;1,92
9;BankAccountv2;pair;12;17;29;119;353;100;0,54;0,54;5,29;1,09;38,2;39,2;10,08;7,46
9;BankAccountv2;state;13;22;35;10;34;100;0,6;0,73;0;0,17;39,2;39,2;2,23;1,5
9;BankAccountv2;transition;13;22;35;13;35;100;0,64;1,45;0;0,21;40,2;40,2;2,97;2,31
9;BankAccountv2;pair;13;22;35;163;542;100;0,58;0,71;9,67;2,12;42,2;43,2;16,02;13,07
9;BankAccountv2;state;14;12;18;6;18;100;0,48;0,53;0;0,07;43,2;43,2;1,75;1,08
9;BankAccountv2;transition;14;12;18;6;18;100;0,4;1,37;0;0,1;43,2;43,2;2,54;1,87
9;BankAccountv2;pair;14;12;18;39;117;100;0,48;0,25;1,74;0,54;44,2;44,2;4,68;3,01
9;BankAccountv2;state;15;13;21;6;19;100;0,43;0,56;0;0,1;44,2;44,2;1,73;1,09
9;BankAccountv2;transition;15;13;21;8;21;100;0,46;0,98;0;0,13;45,2;45,2;2,24;1,57
9;BankAccountv2;pair;15;13;21;55;168;100;0,41;0,38;3,04;0,66;46,2;46,2;6,3;4,49
9;BankAccountv2;state;16;14;23;6;19;100;0,55;0,62;0;0,09;46,2;46,2;1,77;1,27
9;BankAccountv2;transition;16;14;23;9;23;100;0,53;1,45;0;0,15;47,2;47,2;2,79;2,13
9;BankAccountv2;pair;16;14;23;81;242;100;0,55;0,39;3,77;0,97;48,2;48,2;7,68;5,68
9;BankAccountv2;state;17;19;27;8;27;100;0,63;0,77;0;0,13;48,2;48,2;2,04;1,53
9;BankAccountv2;transition;17;19;27;9;27;100;0,66;1,15;0;0,16;49,2;49,2;2,55;1,97
9;BankAccountv2;pair;17;19;27;91;326;100;0,58;0,44;5,45;1,32;50,2;51,2;9,98;7,79
9;BankAccountv2;state;18;12;16;5;17;100;0,5;0,51;0;0,08;51,2;51,2;1,6;1,09
9;BankAccountv2;transition;18;12;16;5;16;100;0,52;0,78;0;0,09;51,2;51,2;2,13;1,39
9;BankAccountv2;pair;18;12;16;25;89;100;0,45;0,2;1,43;0,48;52,2;52,2;4,43;2,57
9;BankAccountv2;state;19;12;16;5;17;100;0,52;0,67;0;0,08;52,2;52,2;2,35;1,27
9;BankAccountv2;transition;19;12;16;5;16;100;0,4;0,84;0;0,41;53,2;53,2;2,19;1,66
9;BankAccountv2;pair;19;12;16;21;73;100;0,4;0,18;1;0,21;53,2;53,2;2,93;1,78
9;BankAccountv2;state;20;17;25;6;22;100;0,5;0,6;0;0,1;53,2;54,2;1,61;1,2
9;BankAccountv2;transition;20;17;25;9;25;100;0,59;1,09;0;0,19;54,2;54,2;2,37;1,88
9;BankAccountv2;pair;20;17;25;79;284;100;0,5;0,34;4,28;0,9;55,2;56,2;8;6,03
9;BankAccountv2;state;21;23;38;10;35;100;0,57;0,78;0;0,15;56,2;56,2;2;1,49
9;BankAccountv2;transition;21;23;38;14;38;100;0,45;1,45;0;0,3;56,2;56,2;2,82;2,2
9;BankAccountv2;pair;21;23;38;177;590;100;0,48;0,67;11,12;13,19;59,2;60,2;29,38;25,45
9;BankAccountv2;state;22;14;18;4;17;100;0,51;0,78;0;0,08;60,2;60,2;2,06;1,36
9;BankAccountv2;transition;22;14;18;5;18;100;0,58;1,01;0;0,08;60,2;60,2;2,27;1,68
