RunID;SPL Name;Coverage Type;Product Index;FTS States;FTS Transitions;Test Cases;Total Test Actions;Coverage(%);Projection Time(ms);Test Generation Time(ms);Transformation Time(ms);Test Execution Time(ms);Test Generation Peak Memory(MB);Test Execution Peak Memory(MB);Wall Clock Time(ms);Segment Sum Time(ms)
2;BankAccountv2;state;1;18;30;9;29;100;8,64;6,82;0;3,87;12,02;12,02;23,7;19,33
2;BankAccountv2;transition;1;18;30;12;30;100;3,03;15,86;0;1,27;12,02;13,02;23,05;20,16
2;BankAccountv2;pair;1;18;30;127;368;100;2,11;5,08;23,59;5,13;14,02;15,02;45,57;35,92
2;BankAccountv2;state;2;19;27;7;26;100;1,64;1,72;0;0,37;15,02;15,02;5,49;3,74
2;BankAccountv2;transition;2;19;27;9;27;100;1,34;3,19;0;0,45;16,02;16,02;6,83;4,99
2;BankAccountv2;pair;2;19;27;77;293;100;1,33;0,55;8,99;2,97;17,02;17,02;18,04;13,84
2;BankAccountv2;state;3;9;12;3;11;100;0,93;0,77;0;0,59;18,02;18,02;4,01;2,3
2;BankAccountv2;transition;3;9;12;4;12;100;0,7;1,31;0;0,17;18,02;19,02;3,73;2,19
2;BankAccountv2;pair;3;9;12;11;39;100;0,55;0,21;0,94;0,24;19,02;19,02;4,32;1,94
2;BankAccountv2;state;4;18;28;7;25;100;0,68;0,83;0;0,32;19,02;19,02;3,18;1,83
2;BankAccountv2;transition;4;18;28;10;28;100;0,56;1,92;0;0,28;20,02;20,02;4,38;2,75
2;BankAccountv2;pair;4;18;28;89;319;100;0,57;0,5;8,24;2,4;21,02;21,02;14,62;11,71
2;BankAccountv2;state;5;13;18;6;19;100;0,78;0,82;0;0,17;22,02;22,02;2,88;1,77
2;BankAccountv2;transition;5;13;18;6;18;100;0,67;1,36;0;0,36;22,02;22,02;3,51;2,39
2;BankAccountv2;pair;5;13;18;33;106;100;0,55;0,36;2,21;0,52;23,02;23,02;5,52;3,63
2;BankAccountv2;state;6;14;24;7;21;100;0,54;0,63;0;0,13;23,02;23,02;2,02;1,3
2;BankAccountv2;transition;6;14;24;9;24;100;0,44;1,1;0;0,28;23,02;24,02;2,56;1,81
2;BankAccountv2;pair;6;14;24;79;234;100;0,42;0,51;4,33;0,76;24,02;25,02;8,15;6,02
2;BankAccountv2;state;7;16;27;8;26;100;0,61;0,86;0;0,23;25,02;25,02;2,6;1,7
2;BankAccountv2;transition;7;16;27;10;27;100;0,59;1,26;0;0,13;26,02;26,02;3,27;1,99
2;BankAccountv2;pair;7;16;27;91;286;100;0,61;0,52;5,85;0,91;27,02;27,02;10,51;7,88
2;BankAccountv2;state;8;14;20;7;21;100;0,73;0,77;0;0,1;28,02;28,02;2,24;1,61
